This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on NI.

The portfolios are constructed at the end of June. NI (net stock issues), the change in the natural 
log of the split-adjusted shares outstanding from the fiscal year-end in t-2 to t-1.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,< 0 ,ZERO,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198506,    523.92,     87.97,    603.38,    597.89,    655.08,    601.57,    225.86,    632.75,    570.47,    564.29,    626.90,    752.41,    532.80,    638.10,    570.33,    375.90,    158.65
198507,    655.87,     90.74,    475.85,    586.75,    492.50,    437.85,    214.44,    400.14,    556.99,    669.91,    485.19,    427.43,    564.02,    360.36,    518.14,    437.87,    112.05
198508,    656.62,     92.85,    482.63,    598.51,    486.74,    430.00,    212.31,    406.50,    564.89,    687.37,    490.27,    425.73,    553.55,    363.11,    499.61,    427.61,    113.92
198509,    654.42,     94.25,    462.33,    586.39,    477.84,    430.74,    210.65,    398.02,    532.41,    673.23,    480.18,    413.60,    548.19,    359.37,    504.71,    424.72,    111.98
198510,    642.30,     92.08,    443.49,    564.38,    457.33,    407.48,    197.95,    377.63,    516.15,    652.20,    457.63,    392.65,    528.51,    346.09,    470.83,    400.28,    103.99
198511,    669.95,     97.20,    461.63,    583.63,    483.97,    431.94,    207.58,    393.46,    535.44,    668.72,    480.78,    417.35,    556.41,    361.94,    503.55,    421.11,    107.86
198512,    707.49,    101.12,    499.97,    641.22,    518.09,    456.90,    221.09,    434.68,    570.72,    729.55,    534.45,    441.77,    600.76,    386.61,    528.48,    447.71,    115.15
198601,    728.06,    104.40,    524.16,    681.28,    545.65,    480.09,    234.10,    460.80,    593.16,    791.42,    548.53,    461.59,    636.77,    404.09,    557.84,    470.64,    122.17
198602,    730.58,    106.31,    521.73,    679.84,    562.32,    497.55,    238.22,    458.04,    591.39,    791.87,    546.30,    470.62,    661.33,    423.88,    571.90,    473.53,    125.82
198603,    788.89,    111.81,    561.87,    726.08,    615.15,    539.07,    256.99,    493.74,    636.41,    831.02,    600.90,    508.61,    729.27,    461.49,    616.64,    509.16,    136.43
198604,    839.43,    118.59,    589.98,    758.75,    652.82,    562.98,    267.12,    514.18,    672.94,    863.50,    632.56,    544.64,    769.78,    475.75,    651.44,    527.24,    141.75
198605,    835.66,    119.43,    583.15,    768.87,    637.81,    563.05,    266.90,    510.16,    664.15,    873.68,    640.87,    538.17,    745.12,    486.66,    640.54,    525.32,    142.59
198606,    889.11,    124.99,    606.45,    793.49,    677.92,    593.14,    278.64,    532.24,    688.87,    891.00,    675.21,    571.05,    794.10,    511.15,    676.32,    547.79,    150.10
198607,    765.04,    125.37,    706.79,    763.73,    536.22,    674.43,    352.12,    456.78,   1013.17,    913.61,    611.39,    435.71,    648.65,    739.76,    614.80,    584.34,    242.95
198608,    730.21,    119.49,    655.59,    705.29,    507.20,    650.44,    332.76,    424.17,    940.57,    842.42,    565.91,    405.43,    621.64,    700.57,    604.29,    560.25,    225.50
198609,    779.85,    128.82,    697.07,    751.68,    547.98,    687.74,    357.33,    452.84,    997.05,    898.37,    603.16,    433.68,    677.18,    750.16,    629.54,    609.72,    238.41
198610,    718.63,    122.16,    643.90,    704.19,    499.74,    617.96,    328.52,    423.93,    912.44,    845.43,    561.76,    400.89,    611.12,    671.84,    567.75,    548.39,    225.16
198611,    767.36,    129.44,    683.28,    728.55,    523.78,    657.54,    345.50,    448.51,    970.11,    854.53,    601.49,    427.68,    631.26,    712.66,    605.05,    579.64,    234.99
198612,    795.86,    133.44,    704.68,    745.83,    525.95,    672.61,    346.66,    450.23,   1014.34,    879.70,    611.39,    424.49,    638.18,    734.68,    613.01,    587.83,    232.09
198701,    779.94,    129.66,    692.42,    717.91,    510.49,    647.84,    337.97,    442.88,    997.89,    840.98,    593.78,    411.20,    620.86,    706.23,    591.02,    580.25,    223.98
198702,    889.29,    148.38,    783.34,    803.36,    579.40,    716.70,    376.42,    497.93,   1132.73,    933.27,    671.18,    464.66,    707.52,    785.23,    650.63,    645.27,    250.70
198703,    920.20,    152.61,    828.82,    861.86,    605.24,    733.00,    398.94,    533.83,   1192.08,   1005.43,    714.48,    498.98,    725.03,    808.11,    660.92,    674.26,    269.03
198704,    956.13,    159.16,    852.56,    895.23,    601.65,    737.98,    395.05,    544.82,   1226.15,   1061.43,    725.34,    494.27,    721.72,    817.82,    661.03,    659.69,    270.20
198705,    941.05,    159.32,    847.49,    894.26,    596.28,    716.47,    380.49,    539.10,   1219.17,   1075.65,    708.84,    478.93,    728.76,    814.64,    622.31,    628.58,    262.59
198706,    942.24,    160.31,    865.82,    898.27,    600.18,    716.33,    378.37,    550.12,   1240.81,   1085.60,    706.75,    484.69,    730.65,    809.03,    626.63,    624.24,    260.45
198707,   1279.86,    129.48,    709.20,    643.07,    564.27,    742.67,    254.67,    614.93,    826.73,    688.72,    596.89,    577.16,    549.27,    685.87,    784.47,    362.51,    201.18
198708,   1356.18,    131.61,    749.04,    675.65,    591.47,    765.52,    263.25,    644.89,    879.00,    720.88,    629.90,    603.57,    577.44,    709.16,    807.03,    374.25,    207.97
198709,   1421.44,    133.97,    771.76,    705.58,    621.03,    800.98,    272.74,    657.93,    913.81,    759.09,    650.81,    637.61,    601.94,    733.70,    850.10,    389.93,    214.46
198710,   1389.63,    131.56,    761.21,    691.75,    608.99,    787.88,    267.27,    647.58,    902.61,    738.70,    643.87,    620.83,    595.22,    713.07,    842.03,    380.82,    210.42
198711,   1107.86,    106.99,    606.06,    516.56,    453.63,    625.18,    199.13,    516.46,    716.77,    552.21,    480.35,    461.11,    444.92,    570.54,    664.40,    285.35,    156.02
198712,   1018.68,     99.93,    553.19,    485.04,    412.68,    586.53,    189.50,    469.91,    655.71,    519.17,    450.09,    425.70,    397.68,    540.84,    619.10,    272.39,    147.94
198801,   1086.75,    105.56,    583.80,    529.56,    459.01,    622.01,    202.62,    502.35,    684.08,    565.06,    493.05,    473.63,    442.00,    565.82,    662.45,    289.02,    159.29
198802,   1137.91,    114.23,    626.06,    549.08,    476.79,    652.34,    215.94,    528.32,    746.60,    586.90,    510.18,    492.95,    457.87,    605.27,    686.02,    306.84,    170.04
198803,   1179.61,    117.79,    653.28,    585.35,    512.95,    680.70,    226.90,    547.60,    783.13,    629.25,    540.56,    523.05,    501.20,    637.28,    711.97,    322.20,    178.49
198804,   1151.93,    120.37,    647.06,    579.93,    506.10,    650.76,    225.55,    546.63,    769.20,    624.07,    535.06,    510.93,    500.52,    607.95,    681.89,    316.65,    179.40
198805,   1179.80,    124.49,    650.64,    590.71,    515.24,    646.04,    228.02,    551.77,    772.08,    634.73,    545.40,    516.36,    513.96,    607.58,    674.29,    316.81,    182.90
198806,   1188.76,    127.63,    656.45,    582.82,    515.57,    661.62,    227.82,    551.07,    788.92,    625.39,    539.36,    517.02,    513.89,    613.77,    696.92,    318.53,    181.85
198807,   1021.34,    114.51,    590.43,    664.28,    410.06,    430.25,    174.33,    535.36,    651.72,    636.54,    692.13,    395.60,    420.26,    433.94,    426.69,    248.51,    138.65
198808,   1023.78,    117.83,    585.69,    663.23,    400.02,    425.52,    172.65,    531.26,    646.04,    638.33,    688.23,    386.31,    409.71,    432.39,    418.86,    243.23,    138.47
198809,    995.92,    114.84,    574.01,    643.01,    392.54,    412.25,    169.09,    524.30,    629.17,    619.17,    666.86,    378.17,    402.78,    419.76,    405.00,    239.21,    135.54
198810,   1037.08,    117.99,    603.48,    677.25,    404.68,    429.34,    174.37,    548.31,    664.31,    661.93,    692.51,    387.49,    416.83,    435.45,    423.41,    247.11,    139.17
198811,   1069.71,    122.05,    625.24,    688.33,    409.64,    429.27,    174.16,    564.79,    691.95,    677.09,    699.57,    391.74,    422.49,    436.92,    421.79,    246.22,    139.20
198812,   1035.48,    121.47,    626.60,    673.40,    396.50,    416.97,    171.45,    562.20,    698.04,    660.91,    685.94,    373.21,    413.10,    428.33,    405.76,    244.99,    135.80
198901,   1057.83,    123.86,    635.60,    695.06,    404.49,    423.86,    175.36,    569.16,    709.37,    680.27,    709.98,    386.49,    417.27,    435.05,    412.79,    253.68,    137.39
198902,   1139.55,    129.22,    671.67,    740.79,    429.37,    453.50,    189.21,    599.97,    751.27,    722.83,    758.99,    413.70,    440.44,    462.86,    444.24,    272.15,    148.90
198903,   1113.23,    128.60,    662.63,    722.60,    425.39,    449.55,    188.83,    587.59,    746.65,    709.64,    735.73,    411.17,    435.49,    459.07,    440.09,    269.74,    149.04
198904,   1136.48,    132.78,    688.03,    744.03,    431.76,    459.36,    193.99,    609.58,    775.61,    730.55,    757.63,    418.22,    441.42,    465.13,    453.57,    277.32,    152.76
198905,   1175.54,    140.76,    732.07,    790.96,    449.99,    478.83,    204.16,    643.02,    831.57,    781.05,    801.00,    436.35,    459.61,    486.35,    471.31,    293.01,    160.07
198906,   1214.90,    146.59,    761.22,    835.75,    474.09,    507.45,    214.31,    673.69,    858.27,    819.84,    851.73,    457.04,    486.18,    506.11,    508.79,    307.04,    168.23
198907,   1028.36,    125.29,    631.96,    701.94,    611.89,    366.61,    244.06,    672.21,    586.35,    802.65,    583.57,    872.38,    377.45,    377.73,    355.12,    347.28,    165.86
198908,   1123.80,    130.44,    678.53,    760.78,    668.66,    394.67,    259.34,    712.75,    639.91,    862.76,    639.77,    957.34,    408.98,    406.88,    382.04,    371.34,    174.47
198909,   1149.46,    132.32,    700.68,    788.79,    682.24,    406.47,    265.80,    730.93,    665.74,    906.02,    652.50,    958.96,    431.28,    421.92,    390.54,    379.12,    179.23
198910,   1142.89,    136.00,    701.00,    787.15,    686.72,    405.93,    264.48,    733.59,    663.89,    908.80,    646.30,    968.06,    430.54,    419.97,    391.46,    378.97,    177.16
198911,   1115.08,    136.63,    691.56,    771.73,    675.04,    384.81,    251.48,    727.14,    650.71,    899.08,    624.79,    955.15,    419.04,    399.54,    369.62,    367.50,    163.06
198912,   1138.45,    138.09,    711.09,    790.63,    687.52,    386.66,    251.35,    746.81,    669.81,    923.72,    639.64,    969.59,    429.83,    408.93,    363.87,    367.06,    163.28
199001,   1166.65,    140.61,    716.60,    786.65,    694.36,    385.26,    255.97,    756.40,    669.96,    962.96,    587.23,    990.13,    426.58,    410.33,    359.91,    373.50,    166.39
199002,   1082.46,    135.25,    666.51,    727.84,    640.22,    358.62,    240.89,    703.89,    622.72,    895.34,    537.46,    921.18,    387.12,    383.46,    333.48,    354.92,    153.55
199003,   1097.29,    136.67,    682.31,    730.35,    649.84,    369.79,    249.28,    715.41,    642.80,    908.36,    528.89,    926.50,    399.58,    399.05,    339.96,    364.56,    160.05
199004,   1131.76,    138.11,    696.73,    747.70,    671.89,    372.94,    255.28,    724.76,    663.59,    925.93,    545.01,    953.01,    416.54,    409.84,    335.32,    371.10,    164.86
199005,   1111.82,    132.99,    686.46,    727.33,    665.29,    353.61,    248.15,    713.77,    654.70,    900.96,    528.76,    955.34,    404.37,    393.52,    313.22,    361.15,    160.28
199006,   1211.29,    141.38,    756.98,    804.49,    725.04,    391.02,    273.52,    785.76,    723.64,    989.77,    592.36,   1046.25,    431.28,    442.53,    339.71,    402.28,    174.29
199007,   1077.10,    105.79,    823.57,    875.86,    555.50,    670.05,    289.32,    885.84,    750.96,   1040.23,    725.65,    503.40,    615.44,    628.61,    713.27,    443.15,    206.55
199008,   1080.82,    107.01,    817.36,    876.72,    525.60,    659.02,    277.67,    884.70,    738.10,   1035.71,    730.17,    476.91,    582.40,    614.65,    705.30,    421.08,    200.81
199009,    982.81,     97.77,    741.37,    792.22,    464.56,    596.92,    249.51,    801.18,    670.33,    918.86,    676.05,    428.98,    506.10,    552.99,    642.42,    380.61,    179.42
199010,    941.76,     93.66,    714.64,    740.26,    433.60,    564.38,    231.84,    789.63,    626.27,    838.46,    650.63,    393.61,    480.31,    521.51,    608.95,    362.79,    161.99
199011,    934.54,     91.78,    724.83,    731.37,    416.39,    560.90,    228.55,    793.17,    643.93,    827.50,    643.68,    371.80,    468.48,    519.26,    603.90,    362.40,    157.07
199012,    998.64,     94.28,    766.03,    777.90,    455.64,    596.42,    250.53,    847.07,    670.45,    881.04,    683.42,    399.51,    521.56,    565.24,    628.62,    389.27,    175.96
199101,   1024.78,     97.21,    778.11,    798.96,    477.72,    621.25,    260.69,    862.62,    678.38,    914.30,    693.39,    416.55,    549.28,    585.72,    657.96,    405.08,    182.77
199102,   1070.40,     99.88,    809.04,    853.53,    509.28,    665.89,    277.99,    889.81,    714.81,    984.94,    733.86,    439.79,    590.56,    633.78,    699.20,    427.81,    197.58
199103,   1143.51,    107.45,    858.01,    931.91,    555.77,    712.02,    306.08,    935.96,    766.66,   1057.04,    817.95,    470.39,    657.03,    684.24,    740.63,    468.04,    219.35
199104,   1171.33,    111.72,    898.49,    961.84,    581.42,    739.60,    321.52,    975.39,    807.43,   1092.30,    842.55,    492.79,    686.61,    710.06,    770.03,    484.13,    234.11
199105,   1178.17,    112.86,    905.89,    959.44,    582.51,    736.98,    326.60,    977.14,    821.10,   1077.07,    851.39,    492.36,    690.51,    710.03,    764.43,    494.83,    235.69
199106,   1232.92,    116.22,    933.53,   1000.89,    610.85,    759.17,    340.39,   1002.86,    850.96,   1128.45,    883.20,    515.81,    724.27,    737.95,    780.71,    510.11,    248.64
199107,   1245.45,    121.54,    806.00,    521.56,    755.23,    481.19,    319.24,    874.94,    751.34,    586.39,    455.35,    534.58,   1019.09,    439.79,    519.69,    564.68,    190.22
199108,   1303.00,    126.44,    848.35,    546.52,    791.81,    506.38,    341.93,    910.56,    798.63,    614.85,    476.74,    559.94,   1068.15,    463.90,    546.12,    605.85,    203.85
199109,   1325.84,    129.27,    872.03,    557.69,    810.35,    527.54,    356.65,    931.82,    824.30,    625.14,    488.80,    576.86,   1088.61,    482.58,    569.60,    634.78,    211.82
199110,   1312.88,    132.34,    857.12,    550.95,    807.79,    524.89,    352.39,    923.29,    805.09,    604.54,    496.22,    567.73,   1092.63,    475.61,    571.27,    619.37,    211.44
