This file was created by CMPT_VAR_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198706,   1.209,   2.068,   3.047,   4.823,  13.415,   0.995,   1.450,   1.894,   2.335,   2.784,   3.485,   4.328,   5.476,   7.822,  20.575
198707,   1.151,   2.032,   2.969,   4.517,  12.554,   0.891,   1.419,   1.841,   2.264,   2.728,   3.286,   3.995,   5.194,   7.700,  20.098
198708,   0.973,   1.842,   2.763,   4.484,  12.490,   0.754,   1.228,   1.685,   2.062,   2.500,   3.111,   3.846,   5.077,   7.316,  18.741
198709,   0.986,   1.808,   2.716,   4.351,  12.152,   0.809,   1.221,   1.629,   2.014,   2.449,   3.029,   3.729,   4.928,   7.349,  18.648
198710,   1.051,   1.872,   2.868,   4.687,  12.942,   0.826,   1.246,   1.671,   2.105,   2.592,   3.217,   4.052,   5.233,   7.531,  19.227
198711,   1.853,   3.406,   5.222,   8.226,  21.714,   1.500,   2.316,   3.055,   3.843,   4.731,   5.876,   7.284,   9.274,  13.455,  31.090
198712,   2.111,   4.188,   6.512,  10.441,  26.946,   1.602,   2.764,   3.781,   4.616,   5.915,   7.242,   9.301,  12.030,  17.071,  38.328
198801,   2.494,   5.084,   7.738,  12.691,  34.076,   1.964,   3.427,   4.626,   5.780,   6.982,   8.823,  11.223,  14.674,  21.825,  49.039
198802,   1.689,   3.613,   5.619,   8.915,  27.310,   1.333,   2.260,   3.156,   4.133,   5.082,   6.222,   7.906,  10.196,  15.789,  41.705
198803,   1.482,   3.045,   4.826,   7.938,  25.183,   1.208,   1.945,   2.723,   3.547,   4.408,   5.395,   6.788,   9.293,  14.111,  36.969
198804,   1.173,   2.252,   3.701,   6.339,  19.941,   0.951,   1.416,   1.974,   2.595,   3.307,   4.119,   5.400,   7.272,  10.911,  30.232
198805,   0.985,   2.017,   3.304,   5.601,  17.210,   0.778,   1.248,   1.777,   2.311,   2.954,   3.730,   4.852,   6.487,   9.829,  27.563
198806,   0.862,   1.757,   2.917,   4.831,  15.615,   0.707,   1.075,   1.528,   2.055,   2.579,   3.282,   4.243,   5.631,   8.908,  25.690
198807,   0.789,   1.658,   2.615,   4.342,  15.967,   0.626,   0.997,   1.472,   1.892,   2.365,   2.931,   3.836,   5.188,   8.263,  29.829
198808,   0.699,   1.445,   2.399,   4.030,  15.305,   0.577,   0.923,   1.282,   1.693,   2.147,   2.700,   3.514,   4.866,   7.883,  30.086
198809,   0.649,   1.376,   2.272,   3.987,  15.346,   0.499,   0.863,   1.206,   1.587,   2.011,   2.568,   3.312,   4.602,   7.592,  29.960
198810,   0.568,   1.254,   2.017,   3.619,  13.149,   0.440,   0.780,   1.114,   1.466,   1.811,   2.323,   3.029,   4.256,   7.010,  24.053
198811,   0.575,   1.302,   2.160,   3.609,  15.809,   0.445,   0.793,   1.165,   1.481,   1.934,   2.409,   3.004,   4.245,   6.939,  26.062
198812,   0.600,   1.242,   2.056,   3.688,  15.443,   0.457,   0.760,   1.099,   1.423,   1.826,   2.349,   3.058,   4.282,   7.274,  26.472
198901,   0.583,   1.191,   2.017,   3.841,  14.953,   0.460,   0.725,   1.051,   1.386,   1.791,   2.365,   3.180,   4.551,   7.680,  24.423
198902,   0.576,   1.191,   2.035,   3.833,  14.738,   0.478,   0.765,   1.070,   1.378,   1.764,   2.341,   3.151,   4.642,   7.602,  26.527
198903,   0.553,   1.196,   2.066,   3.858,  14.670,   0.433,   0.743,   1.049,   1.386,   1.822,   2.380,   3.137,   4.680,   7.669,  23.734
198904,   0.554,   1.149,   2.035,   3.737,  14.705,   0.444,   0.724,   1.006,   1.356,   1.806,   2.316,   3.043,   4.616,   7.667,  24.243
198905,   0.581,   1.151,   1.996,   3.633,  13.002,   0.437,   0.711,   1.014,   1.348,   1.781,   2.336,   3.102,   4.507,   7.231,  23.499
198906,   0.593,   1.164,   1.949,   3.522,  12.583,   0.438,   0.708,   1.027,   1.334,   1.752,   2.269,   2.985,   4.349,   7.006,  23.782
198907,   0.664,   1.193,   2.068,   3.630,  12.814,   0.535,   0.800,   1.048,   1.373,   1.801,   2.362,   3.018,   4.136,   7.021,  22.640
198908,   0.707,   1.296,   2.082,   3.754,  12.777,   0.561,   0.849,   1.151,   1.478,   1.814,   2.422,   3.141,   4.327,   6.929,  20.601
198909,   0.725,   1.352,   2.141,   3.787,  12.147,   0.554,   0.883,   1.204,   1.527,   1.938,   2.474,   3.177,   4.375,   6.761,  20.699
198910,   0.721,   1.269,   2.073,   3.648,  12.731,   0.497,   0.863,   1.140,   1.475,   1.871,   2.367,   3.057,   4.252,   7.020,  22.317
198911,   0.685,   1.309,   2.169,   3.689,  12.965,   0.525,   0.836,   1.176,   1.541,   1.919,   2.444,   3.174,   4.502,   7.086,  23.164
198912,   0.730,   1.307,   2.212,   4.094,  15.312,   0.534,   0.866,   1.197,   1.576,   1.961,   2.489,   3.498,   5.055,   8.231,  25.235
199001,   0.795,   1.490,   2.409,   4.418,  16.141,   0.584,   0.985,   1.342,   1.715,   2.178,   2.725,   3.695,   5.396,   9.172,  33.067
199002,   0.867,   1.575,   2.539,   4.635,  16.880,   0.651,   1.013,   1.398,   1.778,   2.260,   2.906,   3.868,   5.653,   9.499,  36.389
199003,   0.888,   1.619,   2.754,   4.939,  18.436,   0.655,   1.070,   1.441,   1.854,   2.379,   3.103,   4.032,   5.771,  10.295,  36.707
199004,   0.784,   1.475,   2.609,   4.825,  16.939,   0.566,   0.987,   1.311,   1.768,   2.273,   2.947,   3.989,   5.680,   9.801,  30.624
199005,   0.702,   1.426,   2.564,   4.429,  16.974,   0.550,   0.876,   1.277,   1.702,   2.297,   2.865,   3.805,   5.439,   9.499,  32.673
199006,   0.688,   1.449,   2.474,   4.533,  16.453,   0.525,   0.902,   1.249,   1.683,   2.147,   2.833,   3.823,   5.333,   9.306,  29.442
199007,   0.696,   1.449,   2.532,   4.630,  17.111,   0.566,   0.921,   1.266,   1.676,   2.169,   2.889,   3.845,   5.595,   9.517,  32.182
199008,   0.795,   1.610,   2.624,   5.033,  17.433,   0.579,   1.014,   1.408,   1.819,   2.322,   2.991,   4.100,   6.033,  10.253,  31.444
199009,   0.952,   1.908,   3.116,   5.770,  18.875,   0.724,   1.295,   1.730,   2.101,   2.685,   3.650,   4.903,   7.063,  11.397,  36.779
199010,   1.141,   2.189,   3.838,   6.626,  22.561,   0.844,   1.496,   1.936,   2.491,   3.309,   4.256,   5.617,   8.168,  12.733,  41.171
199011,   1.246,   2.612,   4.535,   8.331,  29.086,   0.919,   1.651,   2.346,   3.118,   4.050,   5.145,   7.272,   9.987,  16.482,  54.241
199012,   1.216,   2.760,   4.935,   9.102,  32.653,   0.883,   1.622,   2.440,   3.265,   4.357,   5.592,   7.863,  11.114,  18.786,  62.643
199101,   1.097,   2.631,   5.015,   9.149,  34.203,   0.795,   1.544,   2.259,   3.258,   4.427,   5.720,   7.878,  11.198,  20.134,  69.635
199102,   1.066,   2.538,   4.763,   8.974,  36.106,   0.742,   1.424,   2.245,   3.083,   4.148,   5.460,   7.466,  11.193,  19.969,  77.080
199103,   1.262,   2.857,   5.132,   9.498,  38.057,   0.872,   1.605,   2.451,   3.295,   4.375,   5.832,   7.922,  11.827,  21.001,  84.043
199104,   1.365,   2.729,   4.782,   8.748,  34.170,   0.974,   1.669,   2.393,   3.237,   4.159,   5.462,   7.268,  10.893,  19.990,  72.820
199105,   1.274,   2.546,   4.405,   7.867,  27.929,   0.964,   1.618,   2.202,   3.064,   3.917,   5.032,   6.540,   9.818,  16.508,  56.147
199106,   1.090,   2.189,   3.625,   6.343,  21.556,   0.793,   1.332,   1.899,   2.479,   3.238,   4.043,   5.295,   7.877,  12.879,  44.816
199107,   0.950,   1.939,   3.270,   5.686,  18.764,   0.692,   1.255,   1.712,   2.271,   2.905,   3.688,   4.944,   7.088,  11.592,  35.810
199108,   0.884,   1.799,   3.027,   5.557,  18.916,   0.675,   1.129,   1.591,   2.074,   2.667,   3.467,   4.772,   6.632,  11.329,  36.958
199109,   0.809,   1.731,   3.015,   5.386,  19.855,   0.606,   1.085,   1.538,   1.974,   2.634,   3.346,   4.523,   6.295,  11.456,  39.851
199110,   0.801,   1.746,   3.166,   5.472,  19.927,   0.589,   1.088,   1.525,   2.045,   2.691,   3.562,   4.639,   6.752,  11.497,  40.313
199111,   0.815,   1.861,   3.289,   5.950,  21.057,   0.611,   1.081,   1.626,   2.271,   2.945,   3.707,   5.053,   7.240,  12.257,  38.453
199112,   0.921,   1.970,   3.410,   6.208,  22.009,   0.653,   1.160,   1.708,   2.301,   2.989,   3.900,   5.307,   7.444,  12.347,  39.859
199201,   1.122,   2.335,   4.041,   7.189,  23.550,   0.807,   1.354,   1.989,   2.695,   3.569,   4.576,   6.289,   8.510,  13.648,  41.814
199202,   1.290,   2.635,   4.473,   7.942,  27.724,   0.923,   1.594,   2.325,   3.084,   3.896,   5.134,   6.790,   9.602,  15.450,  53.704
199203,   1.287,   2.598,   4.575,   8.173,  27.100,   0.934,   1.601,   2.299,   3.096,   3.984,   5.284,   6.939,   9.745,  14.993,  49.237
199204,   1.097,   2.301,   3.851,   6.810,  21.957,   0.798,   1.378,   2.012,   2.667,   3.438,   4.385,   5.787,   8.019,  12.159,  36.631
199205,   0.986,   2.144,   3.479,   6.153,  18.791,   0.736,   1.284,   1.906,   2.476,   3.145,   4.155,   5.247,   7.065,  11.245,  30.095
199206,   0.938,   1.974,   3.259,   5.671,  17.115,   0.666,   1.198,   1.745,   2.228,   2.880,   3.725,   4.780,   6.706,  10.343,  27.862
199207,   1.006,   2.038,   3.396,   5.945,  18.891,   0.658,   1.256,   1.840,   2.245,   2.971,   3.851,   5.018,   6.863,  10.927,  29.973
199208,   0.941,   1.783,   3.068,   5.543,  19.901,   0.616,   1.183,   1.639,   2.121,   2.761,   3.524,   4.759,   6.760,  10.696,  32.250
199209,   0.881,   1.745,   2.983,   5.520,  20.277,   0.584,   1.105,   1.525,   2.070,   2.639,   3.380,   4.569,   6.802,  10.254,  34.788
199210,   0.780,   1.643,   2.856,   5.271,  18.306,   0.533,   1.021,   1.459,   1.893,   2.484,   3.302,   4.468,   6.083,   9.425,  32.531
199211,   0.805,   1.675,   2.846,   5.264,  18.835,   0.535,   1.001,   1.454,   1.991,   2.514,   3.326,   4.465,   6.219,   9.742,  32.995
199212,   0.848,   1.757,   3.029,   5.649,  21.048,   0.624,   1.081,   1.543,   2.094,   2.666,   3.558,   4.679,   6.849,  11.188,  35.343
199301,   0.871,   1.751,   3.093,   5.757,  21.036,   0.650,   1.078,   1.510,   2.045,   2.655,   3.563,   4.682,   6.678,  11.022,  37.473
199302,   0.926,   1.752,   3.117,   6.016,  21.201,   0.619,   1.125,   1.567,   2.058,   2.707,   3.680,   4.965,   6.900,  10.984,  36.957
199303,   1.023,   1.979,   3.385,   6.040,  18.252,   0.657,   1.249,   1.714,   2.274,   3.032,   3.863,   5.121,   6.803,  10.263,  33.764
199304,   1.024,   1.994,   3.311,   5.746,  17.907,   0.625,   1.215,   1.715,   2.279,   2.897,   3.779,   4.969,   6.754,  10.236,  27.957
199305,   1.000,   2.086,   3.450,   5.667,  16.327,   0.708,   1.231,   1.820,   2.342,   3.058,   3.877,   4.966,   6.818,   9.868,  27.816
199306,   0.962,   1.924,   3.168,   5.469,  15.967,   0.615,   1.170,   1.650,   2.190,   2.740,   3.615,   4.704,   6.488,   9.708,  28.052
199307,   0.967,   2.007,   3.187,   5.566,  17.224,   0.639,   1.155,   1.690,   2.254,   2.847,   3.671,   4.691,   6.393,   9.772,  29.130
199308,   0.849,   1.798,   2.919,   5.160,  17.588,   0.595,   1.071,   1.580,   2.042,   2.606,   3.346,   4.363,   6.026,   9.354,  27.030
199309,   0.878,   1.739,   2.916,   5.045,  16.393,   0.547,   1.083,   1.499,   1.969,   2.516,   3.388,   4.311,   5.835,   9.327,  26.348
199310,   0.827,   1.674,   2.867,   5.086,  16.080,   0.554,   1.032,   1.471,   1.968,   2.548,   3.265,   4.262,   5.750,   9.075,  25.344
199311,   0.878,   1.803,   2.849,   5.139,  15.863,   0.590,   1.135,   1.613,   2.102,   2.585,   3.280,   4.332,   6.014,   9.251,  25.120
199312,   1.002,   1.964,   3.035,   5.207,  14.690,   0.767,   1.257,   1.739,   2.238,   2.731,   3.424,   4.479,   6.052,   8.626,  22.670
199401,   0.974,   1.900,   2.995,   4.989,  14.091,   0.766,   1.212,   1.685,   2.183,   2.710,   3.434,   4.389,   5.667,   8.223,  21.441
199402,   0.960,   1.856,   3.025,   4.916,  14.176,   0.747,   1.256,   1.651,   2.147,   2.677,   3.394,   4.322,   5.584,   8.244,  22.024
199403,   0.939,   1.841,   2.960,   4.724,  13.941,   0.741,   1.256,   1.626,   2.089,   2.631,   3.330,   4.147,   5.371,   7.698,  20.239
199404,   0.964,   1.804,   2.831,   4.643,  13.931,   0.791,   1.253,   1.642,   2.062,   2.551,   3.192,   4.007,   5.337,   7.544,  20.191
199405,   1.025,   1.943,   2.982,   4.807,  14.035,   0.829,   1.283,   1.713,   2.155,   2.663,   3.354,   4.250,   5.515,   7.713,  19.764
199406,   1.106,   1.989,   3.040,   4.884,  15.113,   0.947,   1.419,   1.789,   2.228,   2.758,   3.434,   4.254,   5.520,   8.281,  21.405
199407,   1.106,   1.903,   2.949,   4.765,  15.067,   0.870,   1.335,   1.714,   2.123,   2.641,   3.207,   4.124,   5.358,   8.221,  22.558
199408,   0.964,   1.738,   2.692,   4.419,  15.168,   0.777,   1.184,   1.566,   1.962,   2.440,   2.999,   3.928,   5.232,   7.613,  21.930
199409,   0.851,   1.567,   2.505,   4.189,  14.022,   0.637,   1.064,   1.399,   1.799,   2.248,   2.777,   3.711,   4.857,   7.161,  21.647
199410,   0.800,   1.509,   2.457,   4.078,  14.191,   0.637,   1.016,   1.337,   1.718,   2.159,   2.765,   3.514,   4.666,   7.021,  22.081
199411,   0.821,   1.488,   2.373,   4.022,  12.904,   0.651,   1.025,   1.353,   1.712,   2.131,   2.687,   3.516,   4.598,   6.728,  20.748
199412,   0.905,   1.572,   2.433,   4.113,  12.880,   0.738,   1.115,   1.398,   1.770,   2.222,   2.744,   3.561,   4.659,   6.887,  20.109
199501,   0.941,   1.677,   2.780,   4.489,  14.281,   0.762,   1.148,   1.483,   1.960,   2.447,   3.104,   3.879,   5.052,   7.426,  21.457
199502,   0.957,   1.685,   2.719,   4.618,  15.438,   0.749,   1.131,   1.496,   1.955,   2.472,   3.101,   3.988,   5.227,   7.569,  24.049
199503,   0.924,   1.705,   2.784,   4.648,  15.308,   0.715,   1.096,   1.518,   1.953,   2.471,   3.129,   4.045,   5.391,   7.842,  23.275
199504,   0.862,   1.579,   2.426,   4.372,  14.739,   0.659,   1.026,   1.407,   1.759,   2.187,   2.789,   3.813,   5.192,   7.686,  21.836
199505,   0.828,   1.510,   2.492,   4.453,  14.669,   0.656,   1.002,   1.345,   1.759,   2.229,   2.890,   3.870,   5.284,   7.530,  20.843
199506,   0.868,   1.532,   2.477,   4.475,  13.977,   0.691,   1.020,   1.341,   1.792,   2.282,   2.971,   3.777,   5.201,   7.391,  20.961
199507,   0.896,   1.580,   2.512,   4.306,  13.502,   0.750,   1.061,   1.390,   1.767,   2.251,   2.963,   3.700,   5.034,   7.245,  20.783
199508,   0.912,   1.670,   2.643,   4.410,  14.041,   0.702,   1.083,   1.433,   1.884,   2.308,   3.023,   3.830,   4.934,   7.358,  20.218
199509,   0.814,   1.531,   2.536,   4.386,  13.728,   0.644,   0.984,   1.336,   1.759,   2.277,   2.870,   3.764,   4.916,   7.117,  20.447
199510,   0.829,   1.463,   2.508,   4.247,  12.707,   0.594,   0.984,   1.281,   1.699,   2.188,   2.893,   3.694,   4.649,   6.855,  18.156
199511,   0.825,   1.464,   2.499,   3.855,  12.612,   0.627,   0.947,   1.299,   1.724,   2.220,   2.820,   3.447,   4.652,   6.870,  17.854
199512,   0.908,   1.613,   2.652,   4.469,  14.710,   0.657,   1.023,   1.434,   1.881,   2.388,   3.039,   3.787,   5.139,   7.728,  20.420
199601,   1.022,   1.755,   2.884,   4.910,  16.098,   0.716,   1.159,   1.543,   2.036,   2.549,   3.315,   4.191,   5.617,   8.669,  21.938
199602,   1.046,   1.859,   3.039,   5.006,  16.123,   0.720,   1.206,   1.653,   2.115,   2.728,   3.420,   4.375,   5.711,   8.533,  21.580
199603,   1.097,   1.974,   3.108,   5.195,  16.451,   0.799,   1.279,   1.741,   2.177,   2.786,   3.545,   4.512,   5.942,   8.416,  22.271
199604,   0.985,   1.887,   3.013,   4.746,  14.930,   0.722,   1.227,   1.698,   2.120,   2.693,   3.408,   4.167,   5.538,   8.175,  20.863
199605,   1.011,   1.846,   2.913,   4.641,  14.483,   0.723,   1.229,   1.671,   2.099,   2.599,   3.174,   4.173,   5.367,   8.121,  20.294
199606,   0.953,   1.740,   2.838,   4.681,  15.632,   0.761,   1.148,   1.574,   1.958,   2.512,   3.237,   4.153,   5.398,   7.802,  21.516
199607,   0.957,   1.664,   2.660,   4.427,  15.875,   0.713,   1.092,   1.469,   1.876,   2.395,   3.012,   3.836,   5.220,   7.536,  21.834
199608,   0.911,   1.672,   2.767,   4.722,  15.613,   0.748,   1.092,   1.489,   1.882,   2.436,   3.205,   4.144,   5.514,   8.040,  22.414
199609,   0.855,   1.634,   2.676,   4.673,  15.511,   0.691,   1.041,   1.454,   1.867,   2.415,   3.067,   4.053,   5.306,   8.136,  21.798
199610,   0.836,   1.571,   2.606,   4.599,  14.985,   0.638,   0.984,   1.378,   1.798,   2.317,   3.085,   4.096,   5.178,   7.854,  21.322
199611,   0.758,   1.400,   2.516,   4.267,  13.615,   0.564,   0.928,   1.254,   1.711,   2.198,   2.752,   3.433,   4.915,   7.440,  18.718
199612,   0.807,   1.558,   2.661,   4.399,  14.111,   0.646,   0.998,   1.352,   1.752,   2.263,   3.022,   3.866,   4.986,   7.824,  19.439
199701,   0.866,   1.625,   2.640,   4.332,  14.280,   0.667,   1.058,   1.425,   1.860,   2.413,   2.986,   3.751,   5.209,   8.066,  19.433
199702,   0.985,   1.708,   2.821,   4.643,  14.888,   0.746,   1.150,   1.520,   1.945,   2.442,   3.220,   3.987,   5.387,   8.148,  20.553
199703,   1.023,   1.802,   2.750,   4.794,  14.544,   0.768,   1.173,   1.596,   2.024,   2.507,   3.292,   4.111,   5.395,   8.168,  20.392
199704,   1.030,   1.809,   2.911,   4.895,  14.918,   0.794,   1.206,   1.574,   2.105,   2.593,   3.267,   4.277,   5.794,   8.692,  21.188
199705,   1.063,   1.853,   2.980,   4.885,  14.400,   0.794,   1.266,   1.641,   2.040,   2.707,   3.423,   4.320,   5.770,   8.540,  21.724
199706,   1.058,   1.840,   2.987,   4.793,  14.671,   0.835,   1.257,   1.678,   2.077,   2.622,   3.339,   4.118,   5.712,   8.790,  22.671
199707,   1.105,   1.836,   2.968,   4.974,  14.412,   0.832,   1.311,   1.686,   2.080,   2.685,   3.249,   4.271,   5.680,   8.289,  20.632
199708,   1.027,   1.848,   2.917,   4.496,  12.976,   0.782,   1.245,   1.631,   2.102,   2.613,   3.353,   3.992,   5.303,   7.600,  18.764
199709,   1.059,   1.946,   2.834,   4.569,  12.595,   0.847,   1.253,   1.697,   2.162,   2.630,   3.210,   4.053,   5.227,   7.417,  17.872
199710,   1.078,   1.888,   2.830,   4.677,  12.258,   0.773,   1.227,   1.609,   2.145,   2.618,   3.225,   4.197,   5.318,   7.169,  17.974
199711,   1.133,   1.931,   2.862,   4.844,  12.826,   0.834,   1.283,   1.702,   2.166,   2.596,   3.259,   4.116,   5.372,   7.368,  17.405
199712,   1.173,   1.971,   3.098,   4.851,  11.694,   0.910,   1.372,   1.739,   2.234,   2.786,   3.352,   4.189,   5.343,   7.104,  16.668
199801,   1.242,   2.086,   3.160,   4.949,  12.724,   0.972,   1.464,   1.849,   2.365,   2.887,   3.508,   4.327,   5.543,   8.210,  18.343
199802,   1.312,   2.215,   3.282,   5.224,  13.696,   0.991,   1.549,   1.946,   2.431,   2.920,   3.671,   4.452,   5.812,   8.616,  20.977
199803,   1.242,   2.173,   3.362,   5.537,  15.456,   0.938,   1.608,   1.987,   2.510,   3.136,   3.790,   4.703,   6.347,   9.141,  22.089
199804,   1.151,   2.072,   3.211,   5.243,  14.323,   0.859,   1.411,   1.860,   2.336,   2.859,   3.567,   4.480,   6.172,   8.913,  21.295
199805,   1.094,   1.952,   3.000,   4.999,  13.720,   0.784,   1.313,   1.747,   2.184,   2.642,   3.435,   4.238,   5.492,   8.095,  21.808
199806,   1.102,   1.889,   2.896,   4.524,  12.959,   0.832,   1.292,   1.719,   2.110,   2.648,   3.223,   3.986,   5.198,   7.626,  20.961
199807,   1.144,   2.032,   3.040,   4.675,  14.368,   0.830,   1.436,   1.861,   2.287,   2.822,   3.427,   4.179,   5.459,   7.791,  20.961
199808,   1.158,   2.214,   3.309,   4.857,  14.830,   0.830,   1.467,   1.978,   2.434,   2.959,   3.699,   4.415,   5.788,   8.526,  23.060
199809,   1.556,   2.865,   4.209,   6.547,  19.140,   1.003,   1.904,   2.470,   3.219,   3.865,   4.618,   5.793,   7.769,  11.314,  28.488
199810,   2.035,   3.581,   5.695,   9.287,  24.282,   1.500,   2.434,   3.229,   4.166,   5.208,   6.291,   8.109,  10.704,  15.927,  35.611
199811,   2.706,   4.989,   7.838,  12.936,  32.873,   2.214,   3.181,   4.481,   5.539,   6.946,   8.955,  11.368,  14.793,  21.918,  47.279
199812,   2.526,   4.628,   7.508,  12.586,  38.426,   1.917,   2.936,   4.004,   5.356,   6.707,   8.409,  10.919,  14.728,  22.168,  58.854
199901,   2.394,   4.220,   6.917,  11.836,  35.976,   1.830,   2.854,   3.688,   4.863,   6.151,   7.814,  10.033,  13.906,  19.892,  55.934
199902,   1.953,   3.478,   5.429,   9.307,  35.237,   1.372,   2.382,   3.106,   3.964,   5.031,   6.423,   8.049,  10.706,  16.811,  60.537
199903,   2.038,   3.892,   5.840,   9.810,  31.927,   1.439,   2.437,   3.354,   4.220,   5.238,   6.573,   8.423,  10.889,  16.358,  51.205
